,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement,city,age,age_since_reno
866,2014-05-22 ,408000.0,3.0,2.25,1950,7221,1.0,4,1950,0,SeaTac,14,0
867,2014-05-22 ,321000.0,3.0,2.25,1347,1292,3.0,3,1347,0,Seattle,10,0
868,2014-05-22 ,359000.0,3.0,1.5,1360,885,3.0,3,1360,0,Seattle,12,0
869,2014-05-22 ,300000.0,5.0,2.5,2760,6000,2.0,3,2760,0,Seattle,14,0
870,2014-05-22 ,660000.0,3.0,2.5,2450,4332,2.0,3,2450,0,Redmond,10,0
871,2014-05-22 ,355000.0,3.0,2.25,1280,959,3.0,3,1280,0,Seattle,15,0
872,2014-05-22 ,259000.0,3.0,2.5,1550,3569,2.0,3,1550,0,Auburn,9,0
873,2014-05-22 ,430000.0,2.0,2.5,1520,1588,2.0,3,1240,280,Seattle,13,0
874,2014-05-23 ,460000.0,3.0,1.0,1670,4005,1.5,4,1170,500,Seattle,81,31
875,2014-05-23 ,782000.0,4.0,2.5,2380,9614,2.0,4,2380,0,Bellevue,29,0
876,2014-05-23 ,218000.0,3.0,1.0,960,9633,1.0,5,960,0,Enumclaw,38,0
877,2014-05-23 ,902000.0,4.0,2.25,2530,9200,1.0,5,1570,960,Bellevue,44,0
878,2014-05-23 ,556000.0,5.0,2.5,3840,16905,2.0,3,3840,0,Federal Way,29,0
879,2014-05-23 ,662990.0,3.0,1.75,1240,3600,1.5,5,1240,0,Seattle,94,0
880,2014-05-23 ,225000.0,2.0,1.0,1300,11867,1.5,4,1300,0,Ravensdale,45,0
881,2014-05-23 ,439950.0,4.0,2.5,2380,12067,2.0,3,2380,0,Renton,18,0
882,2014-05-23 ,306000.0,2.0,1.0,780,13500,1.0,4,780,0,Woodinville,74,31
883,2014-05-23 ,399500.0,3.0,1.75,2420,12676,2.0,3,2420,0,North Bend,109,34
884,2014-05-23 ,478000.0,3.0,1.0,1280,2580,1.5,3,1280,0,Seattle,110,6
885,2014-05-23 ,515000.0,2.0,1.0,1680,6500,1.0,4,1140,540,Seattle,79,22
886,2014-05-23 ,550000.0,3.0,2.5,2510,5400,2.0,3,2510,0,Renton,28,0
887,2014-05-23 ,149000.0,3.0,1.0,1700,8645,1.0,3,1700,0,Seattle,65,15
888,2014-05-23 ,526000.0,3.0,1.75,1680,3420,1.0,3,960,720,Seattle,28,0
889,2014-05-23 ,625000.0,3.0,2.5,2600,10092,1.0,3,2600,0,Sammamish,36,0
890,2014-05-23 ,950000.0,5.0,3.25,3400,7452,2.0,3,3400,0,Bellevue,21,0
891,2014-05-23 ,377691.0,5.0,1.75,2120,8399,1.0,4,1320,800,Shoreline,78,38
892,2014-05-23 ,648475.0,4.0,2.75,2250,5700,1.0,3,1200,1050,Seattle,69,26
893,2014-05-23 ,383000.0,3.0,1.0,1800,5612,1.0,4,1200,600,Seattle,78,38
894,2014-05-23 ,535000.0,3.0,2.5,2210,7620,2.0,3,2210,0,Redmond,26,0
895,2014-05-23 ,449950.0,3.0,2.0,1560,4080,2.0,3,1560,0,Seattle,97,38
896,2014-05-23 ,599000.0,3.0,2.75,1960,2500,1.5,5,1410,550,Seattle,94,0
897,2014-05-23 ,416000.0,3.0,1.5,1110,9762,1.0,4,1110,0,Redmond,57,0
898,2014-05-23 ,595000.0,2.0,1.5,1030,4500,1.0,3,830,200,Seattle,96,9
899,2014-05-23 ,402000.0,3.0,2.0,1540,1827,2.0,3,1540,0,Issaquah,15,0
900,2014-05-23 ,433000.0,4.0,1.75,1830,9600,1.0,4,1010,820,Bellevue,54,0
901,2014-05-23 ,275000.0,4.0,1.5,1930,15531,2.0,3,1930,0,Federal Way,41,6
902,2014-05-23 ,410000.0,3.0,2.0,1650,9641,1.5,3,1650,0,Kirkland,37,11
903,2014-05-23 ,735000.0,3.0,2.5,2390,9157,2.0,3,2390,0,Redmond,36,0
904,2014-05-23 ,607000.0,3.0,1.0,1230,8114,1.0,4,1230,0,Bellevue,69,21
905,2014-05-23 ,258000.0,3.0,1.75,1620,7540,1.0,3,1310,310,Maple Valley,32,20
906,2014-05-23 ,945000.0,4.0,2.0,2840,13367,1.0,3,1420,1420,Clyde Hill,68,12
907,2014-05-23 ,132500.0,3.0,1.0,1080,10500,1.0,3,1080,0,Auburn,53,9
908,2014-05-23 ,467100.0,3.0,1.75,1620,8645,1.0,3,1190,430,Redmond,47,7
909,2014-05-23 ,641000.0,3.0,1.75,1620,3975,1.0,5,940,680,Seattle,94,0
910,2014-05-23 ,350000.0,3.0,1.0,1010,11244,1.0,4,1010,0,Shoreline,73,32
911,2014-05-23 ,335000.0,4.0,2.5,1750,8476,1.0,4,1240,510,Renton,37,0
912,2014-05-23 ,440000.0,4.0,2.5,2560,10400,1.0,4,1280,1280,Issaquah,55,0
913,2014-05-23 ,670500.0,4.0,2.0,1590,6750,1.0,3,1590,0,Seattle,69,26
914,2014-05-23 ,552000.0,3.0,1.0,1430,5000,1.0,4,1080,350,Seattle,101,35
915,2014-05-23 ,244000.0,4.0,1.0,1450,8960,1.0,3,1450,0,Seattle,77,18
916,2014-05-23 ,788600.0,4.0,2.75,3500,7200,2.0,3,3500,0,Redmond,15,0
917,2014-05-23 ,445000.0,3.0,2.0,1630,8702,1.0,3,1630,0,Renton,33,20
918,2014-05-23 ,530000.0,4.0,1.75,1814,5000,1.0,4,944,870,Seattle,69,21
919,2014-05-23 ,90000.0,2.0,1.0,580,7500,1.0,3,580,0,Seattle,77,18
920,2014-05-23 ,585000.0,3.0,2.0,1670,4572,1.5,3,1670,0,Seattle,89,0
921,2014-05-23 ,498000.0,2.0,2.0,1140,8282,1.0,3,1140,0,Kirkland,96,11
922,2014-05-23 ,388000.0,4.0,2.5,2440,7155,2.0,3,2440,0,Renton,27,0
923,2014-05-23 ,255000.0,3.0,2.0,1490,8371,1.5,3,1490,0,Kent,36,0
924,2014-05-23 ,665000.0,3.0,2.75,1800,9550,1.0,4,1320,480,Bellevue,54,0
925,2014-05-23 ,550000.0,3.0,2.0,1830,9152,1.0,5,1830,0,Bellevue,61,0
926,2014-05-23 ,606000.0,3.0,1.0,1500,3920,1.0,3,1000,500,Seattle,73,8
927,2014-05-23 ,360000.0,3.0,2.0,1270,1323,3.0,3,1270,0,Seattle,14,0
928,2014-05-23 ,235000.0,2.0,1.0,1140,1730,1.5,3,1010,130,Seattle,13,0
929,2014-05-23 ,355000.0,3.0,2.0,1220,1186,3.0,3,1220,0,Seattle,13,0
930,2014-05-23 ,375000.0,2.0,2.5,750,1430,2.0,3,750,0,Seattle,14,0
931,2014-05-24 ,372000.0,4.0,1.75,1960,9300,1.0,5,1340,620,North Bend,41,0
932,2014-05-24 ,479000.0,3.0,1.0,1370,3000,1.5,3,1370,0,Seattle,96,9
933,2014-05-24 ,245000.0,3.0,1.75,1260,6908,1.0,3,1260,0,Maple Valley,26,0
934,2014-05-24 ,496700.0,3.0,2.5,1740,5782,2.0,4,1740,0,Issaquah,31,0
935,2014-05-24 ,347000.0,4.0,1.5,2670,10026,2.0,3,2670,0,Auburn,24,0
936,2014-05-24 ,199000.0,2.0,1.0,720,7200,1.0,5,720,0,Renton,77,0
937,2014-05-24 ,440500.0,3.0,2.5,2460,4399,2.0,3,2460,0,Snoqualmie,13,0
938,2014-05-24 ,820000.0,4.0,2.5,3670,7000,2.0,3,3670,0,Sammamish,15,0
939,2014-05-25 ,195000.0,3.0,1.75,1570,8459,1.0,3,1570,0,Enumclaw,29,0
940,2014-05-25 ,295000.0,3.0,2.5,1560,4200,2.0,3,1560,0,Maple Valley,17,0
941,2014-05-25 ,355300.0,3.0,2.5,1620,7410,1.0,5,1620,0,Shoreline,65,0
942,2014-05-26 ,276000.0,3.0,1.0,1140,5000,1.0,3,1140,0,Seattle,60,8
943,2014-05-26 ,460000.0,2.0,1.5,2730,19877,1.0,4,1570,1160,Duvall,44,28
944,2014-05-26 ,370000.0,3.0,2.5,1780,4050,2.0,3,1780,0,Shoreline,19,0
945,2014-05-26 ,346000.0,4.0,2.5,2100,3916,2.0,3,2100,0,Renton,11,0
946,2014-05-26 ,172500.0,3.0,1.0,1140,8800,1.0,3,1140,0,Auburn,48,18
947,2014-05-26 ,379950.0,3.0,1.5,1690,9144,1.0,4,1140,550,Kenmore,64,0
948,2014-05-27 ,468000.0,2.0,1.0,1160,6000,1.0,4,860,300,Seattle,78,38
949,2014-05-27 ,477000.0,4.0,2.75,1720,6270,2.0,3,1720,0,Seattle,42,0
950,2014-05-27 ,529000.0,3.0,1.0,1210,3328,1.5,4,1210,0,Seattle,96,0
951,2014-05-27 ,312000.0,3.0,1.5,1255,1374,3.0,3,1255,0,Seattle,16,17
952,2014-05-27 ,326100.0,2.0,1.0,880,7683,1.0,3,880,0,Seattle,78,21
953,2014-05-27 ,360000.0,3.0,1.0,1050,9206,1.5,3,1050,0,Seattle,66,15
954,2014-05-27 ,438000.0,3.0,1.75,1650,12940,1.0,4,1650,0,Kenmore,59,19
955,2014-05-27 ,360000.0,3.0,1.0,1570,9467,1.0,3,1570,0,Shoreline,66,15
956,2014-05-27 ,585000.0,3.0,1.75,1850,7735,1.0,4,1850,0,Issaquah,37,0
957,2014-05-27 ,265000.0,3.0,2.5,1440,7741,1.0,4,1000,440,Kent,37,0
958,2014-05-27 ,375000.0,3.0,1.75,1440,8775,1.0,3,1440,0,Kirkland,47,7
959,2014-05-27 ,326500.0,3.0,1.0,1810,12375,2.0,3,1810,0,Woodinville,50,6
960,2014-05-27 ,160000.0,2.0,1.0,1180,9350,1.0,3,1180,0,Seattle,102,0
961,2014-05-27 ,735000.0,5.0,2.75,3390,5211,2.0,3,3390,0,Sammamish,16,17
962,2014-05-27 ,400000.0,2.0,1.0,1470,6120,1.0,2,1470,0,Seattle,80,0
963,2014-05-27 ,800000.0,4.0,2.5,2680,7200,1.0,3,1380,1300,Kirkland,68,7
964,2014-05-27 ,949880.0,4.0,2.25,2290,10687,2.0,3,2290,0,Bellevue,42,0
965,2014-05-27 ,405000.0,3.0,1.75,1980,8100,1.0,4,1310,670,Shoreline,71,35
966,2014-05-27 ,399000.0,4.0,2.5,2870,9292,2.0,3,2540,330,Renton,41,6
967,2014-05-27 ,730001.0,3.0,2.0,1840,4750,1.0,5,1010,830,Seattle,69,0
968,2014-05-27 ,260000.0,3.0,2.0,1630,8018,1.0,3,1630,0,Pacific,17,0
969,2014-05-27 ,751750.0,2.0,2.0,1880,5400,1.5,3,1880,0,Seattle,118,0
970,2014-05-27 ,325000.0,3.0,1.75,1780,13095,1.0,4,1780,0,Kent,37,0
971,2014-05-27 ,344950.0,4.0,2.0,2330,6250,1.0,4,1400,930,Kent,79,22
972,2014-05-27 ,457500.0,3.0,1.75,1840,4030,1.0,5,1050,790,Seattle,95,0
973,2014-05-27 ,389000.0,5.0,2.0,2330,10750,1.0,4,1190,1140,Kenmore,58,0
974,2014-05-27 ,515000.0,4.0,2.5,3200,6473,2.0,3,3200,0,Renton,15,0
975,2014-05-27 ,415000.0,3.0,2.25,1950,8868,1.0,3,1350,600,Shoreline,56,20
976,2014-05-27 ,535000.0,2.0,1.0,1040,5527,1.0,3,1040,0,Seattle,69,26
977,2014-05-27 ,525000.0,5.0,3.0,2750,3800,1.5,5,1750,1000,Seattle,94,0
978,2014-05-27 ,283200.0,4.0,2.5,1982,6406,2.0,3,1982,0,Kent,16,17
979,2014-05-27 ,1100000.0,3.0,2.75,2640,4050,1.5,5,1750,890,Seattle,94,0
980,2014-05-27 ,495000.0,4.0,2.25,1940,9144,1.0,4,1430,510,Bellevue,64,0
981,2014-05-27 ,292050.0,5.0,3.0,2840,7199,1.0,3,1710,1130,Tukwila,17,0
982,2014-05-27 ,415000.0,5.0,1.5,1900,10226,1.0,3,1130,770,Kirkland,59,16
983,2014-05-27 ,295832.0,5.0,1.0,1410,6400,1.0,5,960,450,Des Moines,65,0
984,2014-05-27 ,450000.0,4.0,2.5,2520,8515,2.0,3,2520,0,Duvall,21,0
985,2014-05-27 ,499950.0,3.0,3.5,1820,1501,2.0,3,1430,390,Seattle,6,0
986,2014-05-27 ,465000.0,3.0,2.0,1560,8640,1.0,5,1560,0,Kirkland,53,0
987,2014-05-27 ,329000.0,3.0,1.0,1600,5952,1.0,4,1150,450,Seattle,56,0
988,2014-05-27 ,475000.0,3.0,2.0,1230,11502,1.0,4,1230,0,Redmond,36,0
989,2014-05-27 ,255000.0,3.0,1.0,960,8100,1.0,3,960,0,Shoreline,65,15
990,2014-05-27 ,685000.0,3.0,2.5,2810,7700,2.0,3,2810,0,Bellevue,19,0
991,2014-05-27 ,715000.0,2.0,2.5,2160,5581,1.0,3,2160,0,Redmond,18,0
992,2014-05-27 ,780000.0,3.0,3.0,2520,2152,1.5,3,1560,960,Seattle,95,14
993,2014-05-27 ,345000.0,2.0,1.5,1180,844,2.0,3,990,190,Seattle,15,0
994,2014-05-27 ,355000.0,4.0,2.25,1810,4970,2.0,3,1810,0,Renton,17,0
995,2014-05-27 ,282000.0,3.0,2.5,1680,15711,1.0,3,1240,440,Kent,26,0
996,2014-05-27 ,244000.0,3.0,1.0,910,5250,1.0,4,910,0,Burien,49,0
997,2014-05-27 ,375000.0,3.0,1.5,2000,7294,1.0,3,1520,480,Seattle,55,27
998,2014-05-27 ,313000.0,3.0,1.75,1320,6205,1.0,5,1320,0,Shoreline,72,35
999,2014-05-27 ,304000.0,3.0,1.0,900,7500,1.0,4,900,0,Kirkland,48,0
1000,2014-05-27 ,305000.0,4.0,1.0,2100,9288,1.0,4,1050,1050,Renton,52,0
1001,2014-05-27 ,280000.0,3.0,1.0,1200,6250,1.0,3,920,280,Seattle,77,18
1002,2014-05-27 ,500000.0,3.0,2.25,1760,4539,2.0,3,1760,0,Issaquah,32,20
1003,2014-05-27 ,274950.0,3.0,1.75,1670,7415,1.0,3,1320,350,Covington,33,20
1004,2014-05-27 ,455600.0,3.0,2.5,2420,8252,2.0,3,2420,0,Snoqualmie,22,14
1005,2014-05-27 ,970000.0,5.0,3.0,3480,15185,2.0,4,3480,0,Mercer Island,56,0
1006,2014-05-27 ,312900.0,4.0,2.5,1630,4473,2.0,3,1630,0,Maple Valley,17,0
1007,2014-05-27 ,535000.0,4.0,2.5,2340,5600,2.0,3,2340,0,Seattle,99,7
1008,2014-05-27 ,427000.0,2.0,1.0,920,3780,1.0,3,920,0,Seattle,110,14
1009,2014-05-27 ,405000.0,2.0,1.0,910,6490,1.0,3,910,0,Seattle,78,21
1010,2014-05-27 ,268000.0,4.0,2.0,1930,6600,1.0,4,1030,900,Burien,53,0
1011,2014-05-27 ,488000.0,3.0,2.5,1590,2550,3.0,3,1590,0,Seattle,35,0
1012,2014-05-27 ,760000.0,4.0,2.5,3330,7399,2.0,3,3330,0,Redmond,11,0
1013,2014-05-27 ,754950.0,3.0,2.5,2610,7256,2.0,3,2610,0,Kirkland,6,0
1014,2014-05-27 ,263900.0,3.0,2.5,1658,2700,2.0,3,1658,0,Des Moines,6,0
1015,2014-05-27 ,460000.0,3.0,3.5,1600,1431,2.0,3,1240,360,Seattle,14,0
1016,2014-05-27 ,399950.0,3.0,3.0,1296,1051,3.0,3,1296,0,Seattle,11,0
1017,2014-05-27 ,370000.0,2.0,2.25,1280,835,2.0,3,1080,200,Seattle,11,0
1018,2014-05-27 ,450800.0,4.0,3.25,2510,5311,2.0,3,2510,0,Renton,11,0
1019,2014-05-27 ,627000.0,3.0,3.5,2710,3475,2.0,3,1650,1060,Issaquah,15,0
1020,2014-05-28 ,310000.0,3.0,1.0,1430,19901,1.5,4,1430,0,Kenmore,93,0
1021,2014-05-28 ,215000.0,2.0,1.0,1320,8865,1.0,4,1320,0,Burien,77,0
1022,2014-05-28 ,267000.0,3.0,2.5,2495,4400,2.0,3,2495,0,Federal Way,13,0
1023,2014-05-28 ,365000.0,3.0,1.5,1300,12240,1.0,3,1300,0,Kenmore,57,12
1024,2014-05-28 ,544500.0,4.0,2.5,2230,10414,1.0,5,1450,780,Issaquah,46,0
1025,2014-05-28 ,599000.0,4.0,2.75,2020,2750,1.0,3,1010,1010,Seattle,103,6
1026,2014-05-28 ,815000.0,4.0,2.25,2000,3800,2.0,3,2000,0,Seattle,19,0
1027,2014-05-28 ,254000.0,2.0,1.0,1060,8187,1.0,4,1060,0,Shoreline,68,0
1028,2014-05-28 ,740000.0,2.0,1.75,2080,4800,1.0,5,1080,1000,Seattle,97,0
1029,2014-05-28 ,925000.0,3.0,2.5,2690,7000,2.0,5,1840,850,Seattle,77,0
1030,2014-05-28 ,537000.0,3.0,2.5,1550,12920,2.0,5,1550,0,Kirkland,21,0
1031,2014-05-28 ,335000.0,4.0,2.0,1480,3132,1.0,5,740,740,Seattle,110,0
1032,2014-05-28 ,840000.0,4.0,2.75,3040,2800,2.0,3,2100,940,Seattle,114,6
1033,2014-05-28 ,224000.0,3.0,1.5,1560,7300,1.0,4,1040,520,Auburn,56,0
1034,2014-05-28 ,395000.0,3.0,2.5,2250,3757,2.0,3,2250,0,Renton,14,0
1035,2014-05-28 ,450000.0,3.0,1.0,1100,4600,1.0,3,1100,0,Seattle,103,11
1036,2014-05-28 ,681000.0,3.0,1.0,1700,6356,1.5,3,1700,0,Seattle,113,37
1037,2014-05-28 ,370000.0,3.0,1.0,800,2296,1.0,4,800,0,Seattle,112,0
1038,2014-05-28 ,429000.0,2.0,1.75,1350,6315,1.0,3,1350,0,Redmond,15,0
1039,2014-05-28 ,150000.0,3.0,1.0,820,7680,1.5,3,820,0,Seattle,110,14
1040,2014-05-28 ,555000.0,3.0,2.5,3160,4270,2.0,3,2650,510,Bothell,14,0
1041,2014-05-28 ,225000.0,3.0,2.5,1680,6755,2.0,3,1680,0,Auburn,26,0
1042,2014-05-28 ,245100.0,3.0,1.75,1300,7958,1.0,3,1300,0,Auburn,24,0
1043,2014-05-28 ,665000.0,3.0,2.5,2190,10370,2.0,3,2190,0,Sammamish,33,20
1044,2014-05-28 ,535000.0,3.0,2.5,1720,4006,2.0,3,1720,0,Issaquah,26,0
1045,2014-05-28 ,305000.0,3.0,1.0,1160,11776,1.0,3,1160,0,Woodinville,52,23
1046,2014-05-28 ,215000.0,3.0,1.75,1210,8075,1.0,4,1210,0,Pacific,37,0
1047,2014-05-28 ,432500.0,3.0,1.75,1980,5100,1.0,3,1270,710,Seattle,55,27
1048,2014-05-28 ,655000.0,4.0,2.5,2990,5669,2.0,3,2990,0,Sammamish,17,0
1049,2014-05-28 ,266200.0,3.0,1.5,1430,9600,1.0,4,1430,0,Renton,54,0
1050,2014-05-28 ,244615.0,3.0,2.5,2060,4030,2.0,3,2060,0,Kent,21,0
1051,2014-05-28 ,370000.0,4.0,2.5,3090,18645,2.0,3,3090,0,Federal Way,25,0
1052,2014-05-28 ,189000.0,2.0,2.0,1700,3171,1.0,5,850,850,Auburn,93,0
1053,2014-05-28 ,438750.0,3.0,1.75,1610,6480,1.0,4,1610,0,Seattle,73,32
1054,2014-05-28 ,589000.0,3.0,1.0,1110,6000,1.5,5,1110,0,Seattle,88,18
1055,2014-05-28 ,590000.0,3.0,2.0,1650,6150,2.0,4,1650,0,Seattle,94,27
1056,2014-05-28 ,479900.0,3.0,2.0,1980,12150,1.0,3,1980,0,Kent,26,0
1057,2014-05-28 ,210000.0,2.0,1.5,880,1157,2.0,3,880,0,Seattle,13,0
1058,2014-05-28 ,745000.0,3.0,1.75,1490,9800,1.0,4,1140,350,Beaux Arts Village,73,32
1059,2014-05-28 ,840500.0,3.0,2.0,2520,5400,1.5,4,1410,1110,Seattle,114,30
1060,2014-05-28 ,840000.0,4.0,2.5,3420,8405,2.0,3,3420,0,Sammamish,20,0
1061,2014-05-28 ,681716.0,4.0,2.5,3150,7277,2.0,3,3150,0,Renton,14,0
1062,2014-05-28 ,600000.0,3.0,1.75,1580,7416,1.0,3,1150,430,Bellevue,53,9
1063,2014-05-28 ,380000.0,3.0,2.0,1660,8281,1.0,3,1660,0,Seattle,71,22
1064,2014-05-28 ,168500.0,3.0,1.0,1100,10125,1.0,3,1100,0,Covington,51,10
1065,2014-05-28 ,355000.0,2.0,1.0,1270,3200,1.0,4,960,310,Seattle,100,0
1066,2014-05-28 ,277000.0,4.0,1.0,1450,6250,1.0,3,990,460,Seattle,56,20
1067,2014-05-28 ,236000.0,4.0,2.25,1830,9485,1.0,4,1200,630,Federal Way,31,0
1068,2014-05-28 ,425000.0,4.0,2.75,1680,9545,1.0,4,1080,600,Kenmore,41,0
1069,2014-05-28 ,635000.0,3.0,2.5,2300,5500,1.5,4,2000,300,Seattle,99,0
1070,2014-05-28 ,510250.0,3.0,1.75,1400,4000,1.0,3,870,530,Seattle,69,26
1071,2014-05-28 ,254000.0,3.0,2.0,1480,7480,1.0,4,1480,0,Maple Valley,28,0
1072,2014-05-28 ,299000.0,3.0,1.0,1390,9624,1.5,4,1390,0,Shoreline,66,41
1073,2014-05-28 ,175000.0,2.0,1.0,830,2699,1.0,3,830,0,Maple Valley,24,0
1074,2014-05-28 ,157500.0,2.0,1.0,740,9003,1.0,3,740,0,Kent,71,22
1075,2014-05-28 ,580000.0,5.0,2.0,1940,6000,1.0,5,970,970,Seattle,75,0
1076,2014-05-28 ,124740.0,3.0,1.0,1340,15600,1.0,4,1340,0,Kent,42,20
1077,2014-05-28 ,285000.0,2.0,1.0,800,6240,1.0,3,800,0,Seattle,66,15
1078,2014-05-28 ,242000.0,3.0,1.75,1310,9645,1.0,3,1310,0,SeaTac,41,6
1079,2014-05-28 ,474800.0,2.0,3.25,1400,1243,3.0,3,1400,0,Seattle,20,0
1080,2014-05-28 ,490000.0,4.0,2.5,2360,4367,2.0,3,2360,0,Woodinville,17,0
1081,2014-05-28 ,465000.0,3.0,2.25,1840,5752,2.0,3,1840,0,Kirkland,17,0
1082,2014-05-28 ,515000.0,4.0,2.5,2680,7178,2.0,3,2680,0,Snoqualmie,16,17
1083,2014-05-28 ,253400.0,3.0,2.0,1400,8640,1.0,5,1400,0,Federal Way,52,0
1084,2014-05-28 ,355000.0,3.0,2.5,2400,9701,1.0,3,2400,0,Federal Way,30,11
1085,2014-05-28 ,186950.0,2.0,2.0,1390,1302,2.0,3,1390,0,Federal Way,34,0
1086,2014-05-28 ,306000.0,3.0,2.5,1680,11193,2.0,3,1680,0,Renton,36,0
1087,2014-05-28 ,510000.0,4.0,1.5,2040,8800,1.0,4,1020,1020,Bellevue,59,19
1088,2014-05-28 ,345000.0,2.0,1.0,1080,4000,1.0,3,1080,0,Seattle,80,24
1089,2014-05-28 ,875000.0,3.0,2.75,2280,4280,1.0,5,1280,1000,Seattle,103,0
1090,2014-05-28 ,739000.0,3.0,2.5,2810,5400,2.0,3,2810,0,Redmond,15,0
1091,2014-05-28 ,363000.0,4.0,2.5,3753,7204,2.0,3,3336,417,Federal Way,12,0
1092,2014-05-28 ,782000.0,4.0,3.5,3910,8095,2.0,3,3130,780,Issaquah,13,0
1093,2014-05-28 ,325000.0,2.0,2.5,1050,1609,2.0,3,1050,0,Seattle,15,0
1094,2014-05-29 ,485000.0,4.0,1.0,1600,4300,1.5,4,1600,0,Seattle,104,0
1095,2014-05-29 ,452000.0,4.0,2.25,2590,10002,1.0,4,1340,1250,Kenmore,52,0
1096,2014-05-29 ,264950.0,4.0,2.25,1720,9753,1.0,4,1120,600,Federal Way,42,20
1097,2014-05-29 ,535000.0,3.0,2.5,1360,1016,3.0,3,1310,50,Seattle,17,0
1098,2014-05-29 ,389000.0,2.0,1.0,910,7000,1.0,3,910,0,Seattle,68,12
1099,2014-05-29 ,400000.0,4.0,1.5,1390,7200,1.0,3,1140,250,Seattle,55,27
1100,2014-05-29 ,690000.0,4.0,2.5,2920,9904,2.0,4,2920,0,Issaquah,30,0
1101,2014-05-29 ,695000.0,3.0,2.5,2390,4555,2.0,3,2390,0,Sammamish,14,0
1102,2014-05-29 ,246500.0,3.0,1.5,1270,11600,1.0,4,1270,0,Kent,56,0
1103,2014-05-29 ,230000.0,2.0,1.0,950,7560,1.0,3,950,0,Renton,62,16
1104,2014-05-29 ,145000.0,3.0,1.0,1010,5490,1.0,3,1010,0,SeaTac,66,15
1105,2014-05-29 ,436500.0,2.0,1.0,1260,5000,1.0,3,1040,220,Seattle,69,26
1106,2014-05-29 ,266500.0,4.0,1.75,1880,7632,1.0,4,1180,700,Federal Way,42,20
1107,2014-05-29 ,619000.0,4.0,2.0,2300,3400,1.5,5,1550,750,Seattle,105,0
1108,2014-05-29 ,405000.0,3.0,2.0,1240,14404,1.0,3,1240,0,Redmond,32,20
1109,2014-05-29 ,300000.0,2.0,1.0,820,3844,1.0,4,820,0,Seattle,104,0
1110,2014-05-29 ,231000.0,4.0,2.0,1530,6375,2.0,3,1530,0,Renton,78,37
1111,2014-05-29 ,790000.0,5.0,3.25,2900,12160,1.0,4,1890,1010,Bellevue,53,0
1112,2014-05-29 ,400000.0,4.0,2.75,1240,3867,1.0,3,800,440,Seattle,33,20
1113,2014-05-29 ,450000.0,4.0,2.0,2240,7725,1.0,5,1120,1120,Seattle,64,0
1114,2014-05-29 ,595000.0,3.0,2.0,1480,5000,1.0,4,750,730,Seattle,92,0
1115,2014-05-29 ,332000.0,3.0,2.25,2270,8876,1.0,3,1380,890,Renton,43,16
1116,2014-05-29 ,155000.0,3.0,1.0,1250,6250,1.0,2,1030,220,Seattle,71,0
1117,2014-05-29 ,400000.0,5.0,2.0,1930,9747,1.0,4,1020,910,Kenmore,58,0
1118,2014-05-29 ,349000.0,4.0,1.75,1700,7800,1.0,5,1120,580,Renton,39,0
1119,2014-05-29 ,529000.0,3.0,1.0,1590,6420,1.0,3,1590,0,Seattle,76,0
1120,2014-05-29 ,405000.0,5.0,1.75,1880,10000,1.0,3,960,920,Kirkland,57,12
1121,2014-05-29 ,635200.0,4.0,1.75,1640,4240,1.0,5,920,720,Seattle,99,0
1122,2014-05-29 ,540000.0,3.0,1.5,2600,5085,1.0,4,1400,1200,Seattle,80,19
1123,2014-05-29 ,402000.0,2.0,1.0,710,1173,2.0,4,710,0,Seattle,77,0
1124,2014-05-29 ,329932.0,3.0,1.5,1460,5040,1.0,3,1100,360,Seattle,49,0
1125,2014-05-29 ,300000.0,3.0,2.5,2080,9827,2.0,3,2080,0,Federal Way,31,0
1126,2014-05-29 ,525000.0,5.0,2.5,2630,9216,2.0,3,2630,0,Duvall,17,0
1127,2014-05-29 ,602500.0,4.0,2.5,2760,6850,2.0,3,2760,0,Newcastle,21,0
1128,2014-05-29 ,400000.0,4.0,2.0,1670,12056,1.0,3,1670,0,Kenmore,65,15
1129,2014-05-29 ,445000.0,4.0,1.75,1990,4725,1.5,4,1190,800,Seattle,76,0
1130,2014-05-29 ,395000.0,2.0,1.0,1320,1824,1.5,4,1320,0,Seattle,111,31
1131,2014-05-29 ,510000.0,3.0,1.5,2240,3800,2.0,3,1370,870,Seattle,91,0
1132,2014-05-29 ,723000.0,4.0,2.25,1960,8680,1.0,4,1290,670,Bellevue,61,0
1133,2014-05-29 ,672500.0,4.0,2.75,2620,6707,2.0,3,2620,0,Sammamish,20,0
1134,2014-05-29 ,860000.0,3.0,2.5,2770,9136,2.0,3,2770,0,Bellevue,29,0
1135,2014-05-29 ,295000.0,4.0,2.5,2290,4539,2.0,3,2290,0,Renton,19,0
1136,2014-05-29 ,658000.0,4.0,2.75,3310,6166,2.0,3,3310,0,Snoqualmie,12,0
1137,2014-05-29 ,83000.0,2.0,1.0,900,8580,1.0,3,900,0,Tukwila,102,0
1138,2014-05-29 ,210000.0,3.0,1.75,1590,7617,2.0,3,1590,0,Des Moines,34,0
1139,2014-05-29 ,650880.0,3.0,2.5,2930,6050,2.0,3,2930,0,Snoqualmie,12,0
1140,2014-05-29 ,305000.0,2.0,2.25,1000,905,3.0,3,1000,0,Seattle,14,0
